1 second data,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11
6104.00,441.70,365.90,362.00,319.10,231.70,74.30,46.50,25.70,72.40,81.50,54.90
6105.00,441.70,365.40,361.90,319.10,231.70,74.20,46.50,25.70,72.30,81.50,54.90
6106.00,441.50,365.20,361.70,319.00,231.60,74.20,46.50,25.70,72.20,81.50,55.00
6107.00,441.00,365.10,361.70,319.00,231.50,74.20,46.50,25.70,72.10,81.40,55.10
6108.00,440.80,364.90,361.70,319.00,231.50,74.10,46.50,25.70,72.00,81.50,55.10
6109.00,440.70,364.60,361.70,319.00,231.40,74.00,46.50,25.70,71.90,81.50,55.20
6110.00,440.40,364.30,361.70,318.90,231.30,74.00,46.60,25.80,71.90,81.50,55.20
6111.00,440.20,363.90,361.70,318.90,231.40,73.90,46.60,25.80,71.80,81.50,55.30
6112.00,440.20,363.50,361.70,318.90,231.40,73.90,46.60,25.90,71.80,81.60,55.30
6113.00,440.00,363.50,361.80,318.90,231.50,73.80,46.60,25.90,71.80,81.60,55.40
6114.00,439.90,363.70,361.80,318.90,231.60,73.80,46.60,25.90,71.80,81.70,55.40
6115.00,439.80,363.90,361.80,318.80,231.70,73.80,46.60,25.90,71.80,81.80,55.50
6116.00,439.70,364.40,361.70,318.80,231.70,73.80,46.50,26.00,71.80,81.90,55.50
6117.00,439.50,365.90,361.70,318.70,231.70,73.70,46.50,26.00,71.80,82.00,55.50
6118.00,439.20,365.90,361.70,318.70,231.70,73.70,46.50,26.00,71.80,82.10,55.60
6119.00,439.30,366.30,361.60,318.70,231.70,73.70,46.30,26.00,71.90,82.10,55.60
6120.00,439.30,366.60,361.60,318.60,231.60,73.70,46.30,26.00,72.00,82.20,55.60
6121.00,439.20,366.90,361.50,318.60,231.60,73.70,46.30,25.90,72.00,82.20,55.60
6122.00,439.40,366.80,361.50,318.50,231.50,73.80,46.30,25.90,72.10,82.20,55.60
6123.00,439.60,367.00,361.30,318.40,231.60,73.90,46.30,25.90,72.20,82.20,55.50
6124.00,439.80,367.80,361.30,318.40,231.60,74.00,46.30,25.90,72.30,82.30,55.40
6125.00,439.90,368.20,361.20,318.30,231.60,74.10,46.30,25.90,72.30,82.40,55.30
6126.00,439.90,368.20,360.90,318.20,231.50,74.20,46.20,25.80,72.40,82.40,55.20
6127.00,439.50,367.70,360.80,318.20,231.40,74.30,46.30,25.80,72.40,82.40,55.30
6128.00,439.30,367.60,360.60,318.10,231.20,74.40,46.30,25.80,72.40,82.40,55.20
6129.00,439.20,366.90,360.50,318.10,231.10,74.40,46.30,25.80,72.50,82.30,55.20
6130.00,439.10,366.90,360.30,318.10,230.80,74.50,46.40,25.80,72.50,82.20,55.10
6131.00,439.00,366.40,360.20,318.00,230.70,74.50,46.40,25.70,72.60,82.10,55.10
6132.00,438.90,365.30,360.20,317.90,230.50,74.50,46.50,25.70,72.60,82.00,55.10
6133.00,438.90,364.70,360.10,317.90,230.40,74.50,46.50,25.70,72.50,81.90,55.10
6134.00,438.70,364.60,360.00,317.80,230.30,74.50,46.60,25.70,72.50,81.90,55.10
6135.00,438.50,364.10,359.90,317.80,230.30,74.50,46.60,25.70,72.40,81.80,55.10
6136.00,438.30,363.60,359.80,317.70,230.30,74.50,46.70,25.70,72.30,81.80,55.10
6137.00,438.10,363.60,359.60,317.70,230.20,74.50,46.70,25.70,72.20,81.80,55.20
6138.00,437.80,363.30,359.60,317.70,230.20,74.50,46.70,25.70,72.10,81.80,55.20
6139.00,437.70,363.10,359.60,317.70,230.10,74.40,46.70,25.80,72.10,81.80,55.30
6140.00,437.60,362.90,359.60,317.60,230.00,74.20,46.70,25.80,72.00,81.80,55.30
6141.00,437.40,362.70,359.60,317.60,229.90,74.30,46.70,25.80,71.90,81.80,55.30
6142.00,437.30,362.40,359.70,317.60,230.00,74.20,46.80,25.90,71.90,81.80,55.40
6143.00,437.40,361.90,359.70,317.60,230.00,74.10,46.80,25.90,71.90,81.90,55.40
6144.00,437.20,362.10,359.80,317.50,230.00,74.10,46.80,26.00,71.90,82.00,55.50
6145.00,437.10,362.40,359.80,317.50,230.10,74.10,46.80,26.00,71.90,82.10,55.50
6146.00,437.00,362.50,359.80,317.40,230.30,74.00,46.80,26.00,71.90,82.20,55.60
6147.00,436.80,362.60,359.70,317.40,230.20,74.00,46.70,26.00,71.90,82.30,55.60
6148.00,436.60,364.10,359.70,317.30,230.20,73.90,46.60,26.00,71.90,82.40,55.60
6149.00,436.80,365.30,359.70,317.30,230.20,73.80,46.60,26.00,72.00,82.50,55.50
6150.00,437.00,366.00,359.70,317.30,230.20,73.80,46.50,26.00,72.00,82.50,55.60
6151.00,436.70,365.90,359.60,317.20,230.10,73.80,46.50,26.00,72.10,82.60,55.60
6152.00,436.60,366.30,359.50,317.20,230.10,73.90,46.50,26.00,72.20,82.60,55.60
6153.00,436.70,366.20,359.50,317.10,230.10,74.00,46.50,26.00,72.20,82.60,55.60
6154.00,436.70,365.50,359.30,317.10,230.10,74.10,46.50,26.00,72.30,82.60,55.60
6155.00,436.50,365.90,359.30,317.00,230.10,74.20,46.50,26.00,72.40,82.70,55.50
6156.00,436.50,365.90,359.20,316.90,230.10,74.30,46.50,25.90,72.40,82.80,55.50
6157.00,436.60,365.80,359.00,316.90,230.10,74.40,46.50,25.90,72.50,82.80,55.50
6158.00,436.60,366.00,358.70,316.80,230.00,74.40,46.50,25.90,72.50,82.90,55.40
6159.00,436.60,366.50,358.70,316.70,229.80,74.50,46.50,25.90,72.50,82.90,55.30
6160.00,436.30,366.50,358.60,316.70,229.70,74.60,46.50,25.80,72.50,82.80,55.30
6161.00,436.20,366.10,358.40,316.70,229.60,74.60,46.50,25.80,72.50,82.70,55.20
6162.00,436.20,366.00,358.30,316.60,229.40,74.60,46.50,25.80,72.60,82.60,55.20
6163.00,436.10,365.80,358.20,316.50,229.10,74.70,46.60,25.80,72.70,82.50,55.20
6164.00,436.00,365.20,358.20,316.50,229.10,74.70,46.60,25.80,72.70,82.40,55.20
6165.00,436.00,364.10,358.10,316.50,229.00,74.70,46.70,25.80,72.70,82.30,55.20
6166.00,436.00,363.60,358.00,316.40,228.80,74.70,46.70,25.80,72.70,82.30,55.20
6167.00,435.90,363.60,357.90,316.40,228.70,74.70,46.80,25.80,72.60,82.20,55.20
6168.00,435.70,363.00,357.70,316.30,228.70,74.80,46.80,25.80,72.60,82.20,55.20
6169.00,435.60,362.70,357.60,316.30,228.70,74.70,46.80,25.80,72.50,82.20,55.20
6170.00,435.60,362.50,357.50,316.30,228.60,74.70,46.90,25.80,72.40,82.20,55.20
6171.00,435.40,362.60,357.40,316.20,228.60,74.70,46.90,25.80,72.40,82.20,55.20
6172.00,435.10,362.60,357.40,316.20,228.60,74.70,46.90,25.80,72.30,82.20,55.30
6173.00,434.80,362.30,357.40,316.20,228.50,74.70,46.90,25.80,72.30,82.20,55.30
6174.00,434.60,362.10,357.30,316.10,228.40,74.60,46.90,25.80,72.20,82.20,55.40
6175.00,434.50,361.80,357.30,316.10,228.40,74.60,46.90,25.90,72.20,82.20,55.40
6176.00,434.50,361.70,357.20,316.00,228.30,74.50,46.90,25.90,72.20,82.20,55.40
6177.00,434.10,360.90,357.20,316.10,228.30,74.70,46.90,26.00,72.20,82.10,55.50
6178.00,434.50,362.20,357.30,316.00,228.20,74.60,47.00,25.90,72.20,82.20,55.40
6179.00,434.60,362.70,357.30,315.90,228.10,74.60,47.00,25.90,72.20,82.20,55.40
6180.00,434.50,362.50,357.20,315.90,228.00,74.60,47.00,25.90,72.20,82.20,55.40
6181.00,434.40,362.40,357.10,315.90,228.00,74.60,47.00,25.90,72.20,82.20,55.40
6182.00,434.30,362.30,357.00,315.80,227.90,74.60,47.00,25.90,72.20,82.20,55.40
6183.00,434.10,362.20,357.00,315.80,227.90,74.60,47.00,25.90,72.20,82.20,55.40
6184.00,434.10,362.00,356.90,315.70,227.80,74.60,47.00,25.90,72.20,82.20,55.40
6185.00,434.00,362.10,356.80,315.70,227.80,74.60,47.00,25.90,72.20,82.20,55.40
6186.00,433.90,362.10,356.80,315.60,227.70,74.70,47.00,26.00,72.20,82.30,55.40
6187.00,433.80,362.00,356.70,315.60,227.70,74.70,47.00,26.00,72.20,82.30,55.50
6188.00,433.80,361.90,356.70,315.60,227.60,74.70,47.00,26.00,72.20,82.30,55.50
6189.00,433.70,362.00,356.60,315.50,227.50,74.70,47.00,26.00,72.20,82.30,55.50
6190.00,433.70,361.80,356.60,315.50,227.50,74.70,47.00,26.00,72.20,82.30,55.50
6191.00,433.60,361.60,356.50,315.40,227.50,74.70,47.00,26.00,72.20,82.30,55.50
6192.00,433.50,361.50,356.40,315.40,227.40,74.70,47.00,26.00,72.20,82.30,55.50
6193.00,433.40,361.50,356.30,315.30,227.40,74.70,47.00,26.00,72.20,82.30,55.50
6194.00,433.30,361.30,356.20,315.30,227.30,74.80,47.00,26.00,72.20,82.40,55.50
6195.00,433.10,361.20,356.20,315.30,227.30,74.80,47.00,26.00,72.20,82.40,55.50
6196.00,433.10,361.00,356.10,315.20,227.30,74.80,47.00,26.00,72.20,82.40,55.50
6197.00,433.00,361.00,356.00,315.20,227.20,74.80,47.10,26.00,72.20,82.40,55.60
6198.00,432.90,361.00,355.90,315.10,227.10,74.80,47.10,26.00,72.20,82.40,55.60
6199.00,432.70,360.70,355.90,315.10,227.10,74.80,47.10,26.00,72.20,82.40,55.60
6200.00,432.60,360.30,355.80,315.00,227.10,74.90,47.10,26.00,72.20,82.40,55.60
6201.00,432.20,359.80,355.70,315.00,227.00,74.90,47.10,26.00,72.20,82.40,55.70
6202.00,432.00,359.40,355.60,315.00,227.00,74.90,47.10,26.00,72.20,82.40,55.70
6203.00,431.80,359.00,355.50,314.90,227.00,75.00,47.10,26.10,72.20,82.40,55.80
6204.00,431.70,358.90,355.50,314.90,226.90,74.90,47.10,26.10,72.20,82.40,55.80
6205.00,431.60,358.90,355.40,314.80,226.80,75.00,47.10,26.10,72.20,82.40,55.80
6206.00,431.40,358.90,355.40,314.80,226.80,75.00,47.10,26.10,72.20,82.40,55.80
6207.00,431.50,359.20,355.30,314.70,226.70,75.00,47.10,26.10,72.20,82.40,55.70
6208.00,431.50,359.50,355.30,314.70,226.70,75.00,47.10,26.10,72.20,82.40,55.80
6209.00,431.60,359.80,355.30,314.60,226.60,74.90,47.10,26.00,72.20,82.40,55.70
6210.00,431.30,359.30,355.20,314.60,226.60,75.00,47.10,26.10,72.20,82.40,55.80
6211.00,431.10,358.80,355.10,314.60,226.60,75.00,47.20,26.10,72.20,82.40,55.90
6212.00,430.90,358.50,355.10,314.50,226.50,75.00,47.20,26.10,72.20,82.40,55.90
6213.00,430.90,358.40,355.00,314.50,226.60,75.00,47.20,26.10,72.20,82.50,55.90
6214.00,430.60,358.10,355.00,314.40,226.50,75.00,47.20,26.10,72.20,82.50,55.90
6215.00,430.50,357.90,354.90,314.40,226.50,75.00,47.20,26.10,72.20,82.50,56.00
6216.00,430.40,357.90,354.90,314.30,226.50,75.00,47.20,26.10,72.20,82.50,56.00
6217.00,430.30,357.70,354.80,314.30,226.50,75.00,47.20,26.10,72.20,82.60,56.00
6218.00,430.30,357.80,354.80,314.30,226.40,75.00,47.20,26.10,72.20,82.60,56.00
6219.00,430.20,357.60,354.80,314.30,226.40,75.00,47.20,26.10,72.20,82.60,56.00
6220.00,430.10,357.40,354.70,314.30,226.30,75.00,47.30,26.10,72.20,82.60,56.00
6221.00,430.70,358.70,354.70,314.20,226.20,74.90,47.30,26.10,72.20,82.60,55.90
6222.00,430.60,358.60,354.70,314.20,226.20,74.90,47.30,26.10,72.20,82.70,55.90
6223.00,431.00,359.60,354.70,314.10,226.10,74.80,47.30,26.10,72.20,82.80,55.80
6224.00,431.00,359.60,354.60,314.10,226.10,74.80,47.30,26.10,72.20,82.80,55.80
6225.00,429.90,356.20,354.40,314.10,226.20,75.00,47.30,26.20,72.20,82.80,56.10
6226.00,429.70,356.70,354.40,314.00,226.10,75.00,47.30,26.20,72.20,82.80,56.10
6227.00,429.60,356.60,354.30,314.00,226.10,75.00,47.30,26.20,72.20,82.80,56.10
6228.00,429.60,356.60,354.20,313.90,226.10,75.00,47.30,26.20,72.20,82.80,56.10
6229.00,429.40,356.50,354.20,313.90,226.00,75.00,47.30,26.20,72.20,82.80,56.10
6230.00,429.40,356.50,354.10,313.80,225.90,75.10,47.30,26.20,72.20,82.80,56.20
6231.00,429.40,356.60,354.00,313.80,225.90,75.10,47.30,26.20,72.20,82.80,56.10
6232.00,429.20,356.70,353.90,313.70,225.80,75.10,47.30,26.20,72.20,82.70,56.10
6233.00,429.20,357.00,353.90,313.70,225.70,75.10,47.40,26.20,72.20,82.70,56.10
6234.00,429.10,357.20,353.80,313.60,225.70,75.20,47.30,26.20,72.20,82.70,56.10
6235.00,429.00,357.30,353.70,313.60,225.60,75.20,47.30,26.10,72.30,82.70,56.10
6236.00,428.80,357.30,353.50,313.50,225.50,75.20,47.30,26.10,72.30,82.70,56.10
6237.00,429.10,358.30,353.40,313.40,225.40,75.20,47.30,26.10,72.30,82.80,56.00
6238.00,429.10,358.30,353.30,313.40,225.30,75.20,47.30,26.10,72.40,82.80,55.90
6239.00,429.10,358.40,353.20,313.30,225.30,75.30,47.30,26.10,72.40,82.80,55.90
6240.00,428.90,358.40,353.10,313.30,225.30,75.40,47.30,26.10,72.50,82.80,55.90
6241.00,428.80,358.60,353.00,313.20,225.20,75.40,47.30,26.10,72.50,82.90,55.90
6242.00,428.90,358.70,352.90,313.10,225.20,75.50,47.30,26.00,72.60,82.90,55.80
6243.00,429.00,358.70,352.80,313.00,225.20,75.50,47.30,26.00,72.70,82.90,55.80
6244.00,429.00,358.40,352.80,313.00,225.10,75.60,47.30,26.10,72.70,82.90,55.80
6245.00,428.90,358.40,352.70,313.00,225.10,75.60,47.30,26.10,72.80,82.90,55.80
6246.00,429.00,358.90,352.70,312.90,225.00,75.60,47.30,26.00,72.90,83.00,55.80
6247.00,428.90,359.10,352.70,312.90,225.00,75.70,47.30,26.10,72.90,83.00,55.80
6248.00,428.90,359.40,352.60,312.80,224.90,75.70,47.30,26.10,73.00,83.10,55.80
6249.00,428.80,359.10,352.60,312.80,224.90,75.60,47.30,26.10,73.00,83.20,55.80
6250.00,428.50,359.10,352.50,312.80,224.90,75.70,47.20,26.10,73.00,83.30,55.90
6251.00,428.30,359.90,352.50,312.70,225.00,75.70,47.20,26.10,73.00,83.40,55.90
6252.00,428.10,360.30,352.40,312.70,225.00,75.70,47.20,26.10,73.00,83.50,55.90
6253.00,428.00,360.50,352.30,312.60,225.20,75.70,47.10,26.10,73.00,83.60,56.00
6254.00,427.90,360.40,352.30,312.60,225.20,75.70,47.10,26.10,72.90,83.70,56.00
6255.00,427.70,360.90,352.30,312.50,225.30,75.70,47.10,26.10,72.90,83.70,56.00
6256.00,427.70,360.90,352.30,312.50,225.30,75.60,47.10,26.20,72.90,83.70,56.10
6257.00,427.60,360.40,352.20,312.50,225.30,75.60,47.10,26.20,72.90,83.80,56.20
6258.00,427.40,360.00,352.30,312.40,225.30,75.50,47.10,26.20,72.90,83.80,56.20
6259.00,427.20,359.90,352.30,312.40,225.30,75.50,47.20,26.30,72.90,83.80,56.30
6260.00,427.00,359.60,352.30,312.40,225.20,75.40,47.20,26.30,72.80,83.70,56.30
6261.00,427.00,359.40,352.30,312.40,225.10,75.30,47.20,26.30,72.80,83.70,56.40
6262.00,426.80,359.40,352.20,312.30,225.00,75.20,47.20,26.30,72.70,83.70,56.50
6263.00,426.40,359.10,352.30,312.30,224.90,75.20,47.20,26.40,72.60,83.70,56.50
6264.00,426.10,359.20,352.10,312.30,224.90,75.10,47.20,26.40,72.60,83.70,56.50
6265.00,426.00,358.80,352.10,312.20,224.80,75.10,47.30,26.40,72.50,83.70,56.50
6266.00,425.90,358.20,352.00,312.20,224.80,75.10,47.30,26.40,72.50,83.60,56.50
6267.00,425.60,357.70,351.90,312.10,224.70,75.10,47.40,26.50,72.40,83.60,56.50
6268.00,425.60,357.50,351.80,312.10,224.70,75.20,47.50,26.40,72.40,83.60,56.40
6269.00,425.60,356.60,351.70,312.10,224.60,75.20,47.50,26.40,72.40,83.50,56.50
6270.00,425.60,355.50,351.60,312.00,224.50,75.30,47.60,26.40,72.40,83.40,56.50
6271.00,425.60,355.00,351.50,312.00,224.40,75.30,47.60,26.40,72.40,83.40,56.40
6272.00,425.50,354.80,351.40,311.90,224.10,75.40,47.70,26.40,72.40,83.30,56.40
6273.00,425.40,354.70,351.30,311.90,224.00,75.40,47.60,26.40,72.50,83.20,56.40
6274.00,425.40,354.10,351.20,311.80,223.90,75.40,47.60,26.30,72.40,83.20,56.40
6275.00,425.20,354.70,351.10,311.80,223.80,75.50,47.60,26.30,72.40,83.20,56.30
6276.00,425.10,354.90,350.90,311.70,223.70,75.60,47.60,26.20,72.50,83.20,56.30
6277.00,425.10,355.10,350.70,311.60,223.60,75.60,47.60,26.20,72.60,83.20,56.30
6278.00,425.00,355.20,350.60,311.60,223.60,75.60,47.60,26.20,72.60,83.20,56.20
6279.00,425.00,355.30,350.50,311.50,223.60,75.80,47.60,26.20,72.70,83.20,56.20
6280.00,424.80,355.50,350.40,311.50,223.60,75.90,47.60,26.20,72.70,83.20,56.20
6281.00,425.00,355.70,350.30,311.40,223.50,75.90,47.60,26.10,72.90,83.30,56.20
6282.00,425.10,355.60,350.20,311.30,223.50,75.90,47.60,26.10,72.90,83.20,56.20
6283.00,425.20,355.70,350.20,311.30,223.40,76.00,47.60,26.10,72.90,83.30,56.10
6284.00,425.00,355.60,350.10,311.20,223.40,76.10,47.60,26.10,73.00,83.30,56.10
6285.00,424.90,355.70,350.10,311.20,223.30,76.10,47.60,26.20,73.10,83.40,56.10
6286.00,424.90,356.00,350.10,311.10,223.20,76.10,47.60,26.10,73.10,83.40,56.10
6287.00,424.90,356.00,350.00,311.10,223.20,76.10,47.60,26.10,73.20,83.50,56.10
6288.00,425.00,356.20,349.90,311.10,223.10,76.10,47.60,26.20,73.20,83.50,56.10
6289.00,424.90,356.00,349.90,311.00,223.10,76.10,47.60,26.20,73.20,83.50,56.20
6290.00,424.70,356.20,349.80,311.00,223.10,76.10,47.50,26.20,73.20,83.60,56.10
6291.00,424.70,356.30,349.80,310.90,223.10,76.10,47.50,26.20,73.20,83.60,56.10
6292.00,424.60,356.40,349.70,310.90,223.00,76.10,47.50,26.20,73.20,83.60,56.20
6293.00,424.50,356.10,349.70,310.90,223.00,76.10,47.50,26.20,73.20,83.60,56.20
6294.00,424.40,356.00,349.60,310.80,222.90,76.10,47.60,26.20,73.20,83.60,56.20
6295.00,424.30,356.00,349.60,310.80,222.90,76.10,47.60,26.20,73.20,83.60,56.20
6296.00,424.20,356.10,349.50,310.70,222.80,76.10,47.60,26.20,73.20,83.60,56.20
6297.00,424.10,355.80,349.40,310.70,222.80,76.20,47.60,26.20,73.20,83.60,56.20
6298.00,424.00,355.80,349.30,310.60,222.70,76.20,47.60,26.20,73.20,83.60,56.20
6299.00,423.90,355.70,349.20,310.60,222.60,76.20,47.70,26.20,73.20,83.60,56.20
6300.00,423.70,355.40,349.10,310.50,222.60,76.20,47.70,26.20,73.20,83.50,56.20
6301.00,423.60,355.20,349.10,310.50,222.60,76.20,47.70,26.20,73.10,83.50,56.20
6302.00,423.50,354.80,349.00,310.50,222.50,76.20,47.70,26.20,73.00,83.50,56.20
6303.00,423.50,354.60,348.90,310.40,222.50,76.20,47.80,26.20,72.90,83.50,56.20
6304.00,423.30,354.50,348.80,310.40,222.40,76.20,47.80,26.20,72.90,83.50,56.20
6305.00,423.00,354.70,348.70,310.30,222.40,76.10,47.80,26.20,72.80,83.50,56.30
6306.00,422.70,354.40,348.70,310.30,222.30,76.10,47.80,26.20,72.70,83.50,56.30
6307.00,422.60,354.10,348.70,310.30,222.30,75.90,47.80,26.30,72.70,83.50,56.40
6308.00,422.50,353.70,348.70,310.30,222.20,75.80,47.80,26.30,72.60,83.50,56.40
6309.00,422.30,353.50,348.70,310.20,222.10,75.90,47.80,26.30,72.60,83.50,56.50
6310.00,422.20,353.10,348.80,310.20,222.20,75.80,47.90,26.30,72.50,83.50,56.50
6311.00,422.20,352.40,348.80,310.20,222.20,75.70,47.90,26.50,72.50,83.60,56.60
6312.00,422.00,353.00,348.80,310.20,222.30,75.70,47.90,26.50,72.60,83.70,56.60
6313.00,421.90,353.00,348.90,310.10,222.40,75.60,47.90,26.50,72.50,83.70,56.70
6314.00,421.80,353.40,348.80,310.10,222.40,75.60,47.80,26.60,72.60,83.80,56.70
6315.00,421.60,354.10,348.80,310.00,222.40,75.60,47.80,26.60,72.60,83.90,56.70
6316.00,421.50,355.30,348.80,310.00,222.40,75.60,47.80,26.60,72.60,84.00,56.70
6317.00,421.30,355.10,348.70,310.00,222.40,75.50,47.70,26.60,72.60,84.10,56.80
6318.00,421.30,355.70,348.70,309.90,222.40,75.50,47.60,26.50,72.70,84.10,56.80
6319.00,421.20,356.00,348.60,309.90,222.30,75.60,47.60,26.60,72.80,84.20,56.80
6320.00,421.30,356.40,348.60,309.80,222.30,75.60,47.60,26.50,72.80,84.20,56.80
6321.00,421.40,356.00,348.50,309.80,222.30,75.70,47.60,26.50,72.90,84.20,56.70
6322.00,421.60,356.40,348.40,309.70,222.30,75.80,47.60,26.50,73.00,84.30,56.70
6323.00,421.40,356.60,348.30,309.70,222.30,76.00,47.60,26.50,73.10,84.40,56.60
6324.00,421.60,356.60,348.20,309.60,222.30,76.10,47.70,26.40,73.10,84.40,56.60
6325.00,421.60,356.80,347.90,309.50,222.10,76.20,47.60,26.40,73.20,84.40,56.50
6326.00,421.50,357.10,347.90,309.50,222.00,76.20,47.60,26.30,73.10,84.40,56.40
6327.00,421.40,357.00,347.70,309.40,221.90,76.30,47.60,26.30,73.20,84.30,56.40
6328.00,421.30,356.50,347.60,309.40,221.70,76.30,47.70,26.30,73.20,84.30,56.40
6329.00,421.20,356.20,347.50,309.40,221.50,76.40,47.70,26.30,73.30,84.20,56.30
6330.00,421.10,356.00,347.40,309.30,221.40,76.40,47.80,26.30,73.30,84.10,56.30
6331.00,421.00,355.00,347.30,309.20,221.30,76.40,47.80,26.30,73.30,84.00,56.30
6332.00,421.00,353.90,347.20,309.20,221.10,76.40,47.80,26.30,73.30,83.90,56.30
6333.00,421.00,354.10,347.10,309.10,221.00,76.40,47.90,26.30,73.30,83.90,56.30
6334.00,420.70,353.60,347.10,309.10,221.00,76.50,47.90,26.30,73.20,83.80,56.30
6335.00,420.60,353.20,347.00,309.10,221.00,76.50,48.00,26.30,73.20,83.80,56.30
6336.00,420.60,353.00,346.90,309.00,221.00,76.40,48.00,26.30,73.10,83.70,56.30
6337.00,420.50,353.10,346.80,309.00,220.80,76.40,48.00,26.30,73.10,83.70,56.30
6338.00,420.20,353.30,346.70,308.90,220.80,76.40,48.00,26.30,73.00,83.70,56.40
6339.00,420.00,352.90,346.70,308.90,220.80,76.30,48.00,26.30,72.90,83.80,56.40
6340.00,419.90,352.70,346.70,308.90,220.70,76.30,48.00,26.30,72.90,83.80,56.50
6341.00,419.80,352.50,346.60,308.90,220.70,76.20,48.00,26.40,72.90,83.80,56.50
6342.00,419.60,352.40,346.60,308.80,220.60,76.20,48.10,26.40,72.80,83.80,56.50
6343.00,419.40,352.10,346.60,308.80,220.60,76.20,48.10,26.40,72.80,83.80,56.60
6344.00,419.20,351.70,346.70,308.80,220.60,76.10,48.10,26.40,72.80,83.80,56.70
6345.00,419.20,351.50,346.70,308.70,220.60,76.10,48.10,26.50,72.70,83.80,56.70
6346.00,419.20,351.00,346.70,308.70,220.60,76.10,48.10,26.50,72.70,83.90,56.70
6347.00,419.10,350.90,346.70,308.70,220.60,76.00,48.20,26.60,72.70,83.90,56.80
6348.00,419.10,351.50,346.70,308.60,220.60,76.00,48.20,26.60,72.80,84.00,56.80
6349.00,419.20,352.30,346.70,308.60,220.70,75.90,48.10,26.50,72.80,84.10,56.70
6350.00,419.20,352.50,346.70,308.50,220.80,75.90,48.10,26.60,72.80,84.10,56.80
6351.00,419.30,353.60,346.70,308.50,220.70,75.80,48.10,26.60,72.80,84.20,56.70
6352.00,419.20,353.90,346.60,308.50,220.70,75.80,48.10,26.60,72.80,84.30,56.80
6353.00,418.20,352.70,346.50,308.40,220.70,75.90,48.10,26.70,72.80,84.30,56.90
6354.00,418.20,353.50,346.40,308.40,220.70,75.90,48.00,26.70,72.80,84.40,57.00
6355.00,417.90,353.00,346.40,308.30,220.70,75.90,48.00,26.70,72.90,84.40,57.00
6356.00,417.80,353.50,346.30,308.30,220.70,75.90,47.90,26.60,72.90,84.50,57.00
6357.00,417.80,353.90,346.30,308.30,220.60,75.90,47.90,26.60,72.90,84.50,57.00
6358.00,417.90,354.40,346.20,308.20,220.50,75.90,47.90,26.60,73.00,84.50,57.10
6359.00,417.90,354.60,346.20,308.10,220.50,75.90,47.90,26.60,73.00,84.50,57.00
6360.00,417.80,354.70,346.10,308.10,220.40,75.90,47.90,26.60,73.00,84.60,57.00
6361.00,417.80,354.60,346.10,308.10,220.40,75.90,47.90,26.60,73.00,84.60,57.00
6362.00,417.70,354.30,346.00,308.00,220.40,76.00,47.90,26.60,73.10,84.60,57.10
6363.00,417.60,354.20,346.00,308.00,220.30,76.00,47.90,26.60,73.10,84.60,57.00
6364.00,417.60,354.00,345.90,307.90,220.30,76.10,47.90,26.60,73.10,84.60,57.00
6365.00,417.50,353.80,345.80,307.90,220.30,76.10,47.90,26.60,73.20,84.70,57.00
6366.00,417.40,353.80,345.70,307.80,220.30,76.10,47.90,26.60,73.20,84.70,57.10
6367.00,417.40,353.90,345.70,307.80,220.20,76.10,47.90,26.60,73.20,84.70,57.10
6368.00,417.30,353.80,345.60,307.80,220.20,76.10,47.90,26.60,73.20,84.70,57.10
6369.00,417.20,353.70,345.50,307.70,220.10,76.10,47.90,26.60,73.20,84.70,57.10
6370.00,417.10,353.70,345.50,307.70,220.10,76.20,48.00,26.60,73.20,84.70,57.10
6371.00,417.00,353.70,345.40,307.60,220.10,76.20,48.00,26.60,73.20,84.80,57.10
6372.00,416.90,353.60,345.40,307.60,220.00,76.10,48.00,26.60,73.20,84.80,57.10
6373.00,416.60,353.40,345.40,307.50,219.90,76.10,48.00,26.70,73.10,84.80,57.10
6374.00,416.50,353.50,345.30,307.50,219.90,76.10,48.00,26.70,73.10,84.80,57.20
6375.00,416.30,353.60,345.20,307.50,219.80,76.10,48.00,26.70,73.10,84.80,57.20
6376.00,416.20,353.20,345.10,307.40,219.70,76.10,48.00,26.70,73.10,84.80,57.20
6377.00,416.10,352.90,345.00,307.40,219.70,76.00,48.10,26.70,73.00,84.70,57.20
6378.00,416.00,352.50,345.00,307.40,219.60,76.10,48.10,26.70,73.00,84.70,57.20
6379.00,415.80,351.80,344.90,307.30,219.60,76.10,48.10,26.70,73.00,84.70,57.20
6380.00,415.90,351.90,344.80,307.30,219.50,76.10,48.20,26.70,73.00,84.60,57.10
6381.00,415.80,350.80,344.70,307.20,219.40,76.20,48.30,26.70,72.90,84.50,57.10
6382.00,415.80,349.90,344.60,307.20,219.40,76.20,48.30,26.70,72.90,84.50,57.10
6383.00,415.70,349.40,344.60,307.10,219.30,76.20,48.40,26.70,72.90,84.40,57.00
6384.00,415.60,349.20,344.40,307.10,219.00,76.30,48.40,26.60,73.00,84.30,57.00
6385.00,415.60,348.60,344.20,307.10,218.90,76.30,48.40,26.60,73.00,84.30,57.00
6386.00,415.40,349.10,344.10,307.00,218.80,76.40,48.40,26.60,73.00,84.30,56.90
6387.00,415.40,349.40,343.90,306.90,218.60,76.50,48.40,26.50,73.00,84.20,56.90
